event_id,user_id,event_type,event_timestamp,page_url,session_id,browser,os,device_type,country,city,page_views,time_spent,is_conversion
fc928857-3a57-4cf7-a60f-21f15462e7a9,joseblack,purchase,2023-07-27 05:16:04,/product/50,ea5a893f-b282-40ad-832c-f5cc227655b0,Edge,Windows,desktop,CA,Port Annettehaven,20,75.92,False
43600f5b-2abc-4ba4-aa31-d2743ff222cf,gutierrezjames,add_to_cart,2023-05-28 20:10:15,/product/2,32df9769-f7f0-4324-a8ff-235c38b5d655,Chrome,iOS,mobile,US,East Sean,17,50.05,False
156b35a8-8b0a-4b99-916d-c5e6b029d3ac,dale83,add_to_cart,2023-06-28 02:16:00,/product/56,23c3ff69-598e-49df-8b05-be298594e12b,Chrome,MacOS,mobile,UK,East Amyborough,3,72.04,True
6f76cd5c-746f-4f22-8bbf-2055f989e68a,smithmichael,page_view,2023-03-01 04:50:15,/product/76,162de3aa-8e96-4c05-adf2-445d3648e958,Firefox,iOS,mobile,US,Kristyshire,7,84.52,False
bb0e651f-4b64-4a15-8361-173adfa1e87f,wbradley,page_view,2023-08-30 09:29:35,/product/7,c3bf2172-4829-4b77-8f4f-6a0fb59f9bf9,Edge,MacOS,tablet,US,Lake Steven,18,14.16,False
7cff1bc1-b5bd-49a1-86ce-6be85b5dbd8f,nvargas,add_to_cart,2023-06-16 22:58:51,/product/10,533269a5-2099-4102-bc3a-4690c195db60,Chrome,Android,tablet,US,Belltown,20,107.29,True
1d675b7a-752e-448b-980d-09cba5e9dd09,browndavid,click,2023-07-14 19:39:19,/product/94,a2ee448d-e830-4dd2-bf12-674e6455dcc7,Chrome,Android,tablet,US,Newmanview,15,73.27,False
715df30f-f2df-4733-a78b-439b437b1132,brittany33,purchase,2023-06-10 16:58:33,/product/36,06e91df8-e1c0-48e8-bf90-ebd11f48c111,Safari,Android,tablet,US,Hensonshire,15,16.08,True
c5f4024f-1ddd-4c72-944d-cf1e44e42ae4,paulmyers,purchase,2023-12-23 15:50:09,/product/21,2e38b4ae-050f-4b93-a62c-ff86086211c7,Chrome,iOS,desktop,CA,West Rebeccamouth,7,67.82,True
33d6a553-8d7c-4101-abba-bfa7967e6d65,nicholassmith,purchase,2023-03-24 17:04:35,/product/55,c47f4442-4833-4d57-9856-3fe28a6bbb39,Firefox,MacOS,tablet,AU,Meganfort,17,73.56,False
90c55b2e-cbe0-4b96-b5b1-efccf2ff75d7,chenshannon,page_view,2023-05-03 16:00:14,/product/91,da2761ea-b2ae-4fb2-a59c-4232eb7f0ba3,Safari,MacOS,desktop,AU,Kylemouth,7,116.32,False
e4cc2785-844d-4074-a5dd-fd1e500e98f6,matthew67,page_view,2023-10-20 04:58:17,/product/51,dc6cf612-2d20-40c2-9210-0808977267fa,Edge,iOS,tablet,IN,Port Jennifer,5,25.73,False
ee9f0ad3-35f2-4809-b55d-74a1c4111b52,ryanwest,click,2023-09-30 01:32:18,/product/60,ac2a595d-9f8a-4a02-b2bc-df76b82de329,Chrome,MacOS,mobile,CA,Snowborough,12,27.08,False
2162b6e5-d611-45d5-8e00-77ab54dbce17,kwoods,add_to_cart,2023-01-03 13:11:45,/product/74,5f9993ba-f36e-4067-8990-63909feb9a1c,Firefox,MacOS,tablet,IN,Miguelstad,10,85.52,False
b58d51e9-e837-49ae-9027-abd0bacbb0d9,njenkins,page_view,2023-12-07 04:32:50,/product/45,491b9004-3299-4d3a-86cd-02cedc6a830a,Firefox,iOS,mobile,IN,Butlerburgh,7,54.95,False
bab641bc-b001-4a97-a949-b9c4147b4b84,zfrey,page_view,2023-01-21 13:05:37,/product/25,bd18c286-ab4c-439f-82c4-a8f147c5ba1d,Edge,MacOS,desktop,IN,Lake Beverlystad,9,18.83,True
adabf82f-3512-4584-bfdc-5f22774a0d84,freemanamber,click,2023-06-22 05:41:55,/product/55,5708e3eb-ca92-44d9-9444-d5f70ab20844,Chrome,MacOS,mobile,UK,New Natalie,17,59.79,False
7b7e8525-c49e-4517-bd8b-d9c038e8ae80,rhonda93,click,2023-02-15 13:24:45,/product/70,ab3eb4f1-bfb4-4a53-90a4-60f06da9f80a,Edge,MacOS,desktop,US,New Regina,1,24.69,True
183a8208-2f5c-4c0b-b754-1c8330aafa9a,smithashley,purchase,2023-02-22 13:37:58,/product/76,cadda8e5-0d2c-4fc7-9826-b753ae8e06f3,Edge,Android,mobile,CA,Deborahfurt,15,15.59,False
9d8ec813-b5b8-4425-9b68-9ebb8cc4ae8a,shannon72,click,2023-08-29 01:59:22,/product/100,0ab9bffe-b024-4aa7-adce-9d11dd996a22,Safari,Android,tablet,AU,Grantburgh,20,51.23,False
3b6c8e25-e94a-4a6e-8d00-97b1561d3a55,carrillonicholas,page_view,2023-08-26 12:51:15,/product/6,caf6c962-a649-4fa5-a937-211e7a77e416,Chrome,iOS,desktop,UK,North David,10,66.07,True
44213f1a-b124-4950-82b8-4b692001469d,ralph18,purchase,2023-11-25 13:18:08,/product/45,1489da77-c446-4181-a918-38c40409b405,Safari,Windows,desktop,UK,Gordonmouth,15,117.84,False
159b785b-2435-46a5-a082-16c5c2aecad8,veronica63,purchase,2023-05-10 23:41:11,/product/76,6b2343fc-3a75-4af7-a7fc-472414bf6cda,Chrome,iOS,desktop,UK,Johnstonland,13,31.51,False
9a56fabe-0d25-4cd5-8915-f0ed43f747f1,morriswillie,page_view,2023-11-03 09:31:27,/product/1,c9ed5e14-6d15-49a1-bffe-d9da9ea1402d,Firefox,Windows,tablet,UK,Richardberg,16,74.1,False
b60acad0-4560-41a5-9795-6b1c08906064,garmstrong,click,2023-03-28 07:54:24,/product/61,ce02dde5-7451-4eea-ae8d-30627fd59545,Edge,MacOS,mobile,CA,Port Patriciashire,18,104.43,True
66a4a284-ae15-4df6-a077-d6920c2d2454,robertgreen,add_to_cart,2023-05-11 01:18:26,/product/78,14557aea-14ee-4181-9f08-1d441d8387e3,Firefox,Windows,tablet,IN,Calebville,11,38.8,False
3a360b1b-fc90-4983-a520-612e876ce1aa,jenkinsalexander,add_to_cart,2023-01-11 18:47:13,/product/69,4601287d-6f30-402d-ab19-e098b901b906,Safari,MacOS,desktop,AU,Joshuaside,13,98.45,True
f2f80147-40df-4c57-8e83-7791d92fa176,monica35,purchase,2023-05-10 12:11:23,/product/6,85384169-a9e5-42e8-acd6-d821532bcd15,Chrome,Android,desktop,IN,East Derricktown,3,90.83,False
6a7ee39f-0802-4490-9652-4a3b97c618fd,xparker,purchase,2023-06-12 07:07:12,/product/24,c16dd77e-018c-46c5-a91f-7ef845b92fd5,Chrome,MacOS,desktop,IN,South Katherine,10,44.72,False
1a80f6d4-a22b-4020-bbed-dc52a5dc1277,davidfernandez,purchase,2023-05-27 11:22:34,/product/85,f46d8a74-eace-4568-a111-355e72b64fc8,Firefox,Android,desktop,UK,Marissahaven,7,11.41,True
08c905bd-9cf7-4f9c-8b01-078136f9522e,fischerelizabeth,purchase,2023-02-11 03:41:53,/product/79,0c1eaad8-3b65-47af-a547-095939d48771,Firefox,iOS,desktop,US,East Lauraland,5,107.5,True
48098984-6fc7-4265-b486-faad762962bc,wbanks,purchase,2023-10-05 02:30:23,/product/47,6b224c09-a841-413a-8845-07e2b0693018,Firefox,Android,tablet,US,Ferrellberg,17,57.98,False
14b6bd9e-de45-49c7-9cc2-f6b52697a28d,wendy33,add_to_cart,2023-09-11 17:47:22,/product/18,f957cbc4-f4b1-450a-86f3-70afa6adb1be,Edge,MacOS,tablet,UK,South Tiffany,10,76.76,False
2b0fbcd6-5cae-4558-972f-a37e112217f2,williamcruz,click,2023-12-16 05:18:10,/product/34,6ba3c90a-f775-4b48-b3c0-cf88760801ca,Chrome,Windows,mobile,UK,New Brittany,6,28.56,True
2fb62634-7dc9-4c83-af05-1d75dd6cb7f4,kathleenbrown,click,2023-05-12 15:04:45,/product/88,80ea4258-ff96-4525-a8a9-a01635398e36,Edge,iOS,mobile,UK,West Jason,10,74.16,False
7745e8cd-feb0-447e-abc2-389b542dff4f,jeremiah48,page_view,2023-10-22 14:05:58,/product/84,13138ca1-09bd-4de6-b9ff-c830b5f61e33,Chrome,MacOS,desktop,US,Millermouth,4,99.69,True
87ae04b6-0905-478b-a256-b1a658a04eee,russellrebecca,add_to_cart,2023-09-05 12:48:17,/product/51,f36c64fd-da60-4860-8ca4-ace4f78ea2dc,Chrome,Android,mobile,US,Davisburgh,15,4.31,True
37829e09-d276-4a1d-80c8-feb3c2f3f269,henrylinda,purchase,2023-01-14 19:08:45,/product/54,ec09420f-8aef-4cca-b71e-9778b23564a2,Safari,iOS,tablet,IN,Janicemouth,3,65.56,True
590a5ee9-2a5d-4f29-8e43-6059f8fa7bb8,kristen74,click,2023-02-17 18:55:03,/product/12,232ae7ff-688b-4be3-ae63-ff21333cff46,Chrome,MacOS,desktop,CA,North Tara,14,31.3,False
301327bc-2eac-4246-a814-f55069c0e69b,robert58,click,2023-07-24 20:26:08,/product/75,07fd19d8-5acc-47c9-9195-ef5caede471f,Edge,Windows,desktop,CA,New Wendyshire,17,51.57,True
ef5bb604-93ed-4c78-9072-1bc50c6d8605,brownscott,click,2023-09-28 22:20:32,/product/56,c4f72c10-b026-49e8-b1a7-f5ceb6024bb2,Safari,Windows,desktop,IN,Stevenport,20,52.61,True
77535828-86d3-454f-82c4-2b70f69686da,kadams,click,2023-04-08 17:28:11,/product/28,962d65f0-e9f8-4650-88cd-f38f8de3c0f4,Firefox,iOS,tablet,UK,Mooreburgh,2,48.5,False
51fc639c-0758-4119-96b6-672d92fc73d7,megan22,add_to_cart,2023-11-07 02:05:35,/product/95,f04fa3c9-fe6e-41a8-a234-b34fb5489383,Firefox,iOS,tablet,AU,Francomouth,9,118.04,True
a64adaec-83b7-4e94-be32-fe35cc20bc0e,david05,add_to_cart,2023-11-18 09:19:54,/product/96,71f425b1-cfce-4789-ba6e-f85472a8c07e,Edge,MacOS,mobile,US,Carriemouth,9,43.81,False
b4d0da9f-c5f8-45c9-ba3d-1b34c8fb3208,dylan83,page_view,2023-08-25 05:39:16,/product/74,1513d423-e04a-4549-b054-da3d12b60bc8,Safari,iOS,tablet,CA,Derekside,5,109.35,False
7615ca52-f954-4106-8fb5-f30d1c0c4de6,marcusross,click,2023-09-28 15:19:41,/product/90,98284cda-f994-4137-9680-30193fea9dc7,Firefox,iOS,desktop,US,West Katiefort,19,93.9,False
98e42f6b-0a74-4029-80e5-0d0612fed57c,clarkmark,add_to_cart,2023-03-09 19:16:35,/product/85,2c1e1908-1410-47fc-b5e6-11ba6592b917,Safari,iOS,tablet,US,Port Brian,6,6.15,True
657d8200-278e-4805-af20-753ccbf1ac90,brandon67,add_to_cart,2023-04-27 04:49:20,/product/72,6a9c34fc-340b-4dd0-b3f1-0f755107df0b,Edge,MacOS,tablet,UK,Robinville,10,23.21,False
dddab3c1-d4cf-4c95-99f1-2b15f93db476,jaredhatfield,page_view,2023-03-15 16:33:56,/product/31,f54c7dc9-94ff-4dc9-b678-68702f661823,Safari,iOS,mobile,UK,Port Kimberlytown,1,57.83,False
f23faacc-c2ec-46ea-a69f-56e7d881fed6,omaxwell,add_to_cart,2023-10-02 19:45:06,/product/15,29d13658-0f2e-48f8-b8a4-fccda249982e,Chrome,MacOS,desktop,UK,Bautistashire,3,31.92,True
d7da36f9-8aff-46af-bd44-3746a77a8346,wrightkatherine,add_to_cart,2023-08-14 22:33:39,/product/24,af5d8191-22fb-478d-8bdf-f6530df441c8,Firefox,Android,mobile,US,Jesustown,15,119.68,True
04816cfc-e37d-43b9-92f2-999855333ffe,wwallace,page_view,2023-03-29 09:48:25,/product/43,e2c65f4a-3ba1-4f97-8488-5782dd44db23,Safari,Windows,mobile,CA,Johnmouth,2,91.11,True
82f208f6-cb32-46db-b2f4-94830ae82563,kellyandrew,purchase,2023-10-20 19:14:11,/product/99,4750ad9e-ada7-4225-87f9-5ed6375fee2b,Edge,MacOS,mobile,US,Jessicafort,3,63.06,True
2da9f2ca-8e9d-46c5-878f-2bf0f3bd0fa7,morgangibbs,add_to_cart,2023-04-21 00:22:24,/product/48,c091cca1-6032-4086-bdae-f601181641d7,Safari,Windows,desktop,AU,Christopherbury,19,50.57,False
7ddf1f56-fcc9-4e40-af00-0443d2a63cfd,vbautista,click,2023-01-01 10:08:14,/product/9,a325f107-b51e-422f-80e9-5360249c0e0f,Edge,MacOS,tablet,CA,Kimberg,10,82.88,True
b22c8e92-8a98-43f8-a75d-bacb5519378b,thoward,page_view,2023-04-10 04:22:42,/product/37,19e5693c-6aef-4a1a-b9ad-9c0fc2f05250,Chrome,iOS,mobile,US,East Bobbyport,1,66.35,True
c876618a-afb7-4dba-a846-3949a4e1fabe,whiteshawn,page_view,2023-12-02 08:12:29,/product/65,afc1df56-6892-44c4-adb4-f373844a9ef5,Firefox,Windows,desktop,UK,North Sarah,15,28.26,True
e7144ef7-0b38-49b9-8cee-f3b2522c8f2e,lsnyder,click,2023-09-20 19:53:06,/product/92,eb6a593d-741d-49ac-81f7-bb89b51f4116,Safari,MacOS,mobile,AU,South Gabriel,5,81.04,True
c2226417-c65c-440a-b332-0b3aefd8001a,christian16,purchase,2023-08-29 20:12:54,/product/65,07367d3b-8995-4178-92d1-c53b17fa0a53,Chrome,Windows,mobile,AU,Singhville,4,43.8,True
9871f7f8-0704-496a-bd59-e9381fed1dfd,marshmark,page_view,2023-08-24 16:22:32,/product/57,1d090ff6-bfba-4f81-85a8-b18a9b0b2f61,Edge,MacOS,tablet,IN,Edwinview,4,65.17,False
8dc893ff-11ae-4905-9e2b-eda0692b9395,williamliu,purchase,2023-04-02 19:38:17,/product/16,3da7f5c4-660f-42af-99c2-6108fa50ad88,Safari,Android,mobile,UK,Williamhaven,13,72.1,False
1d05ed6d-a764-46d3-8012-00ab0d7307e0,lynn44,page_view,2023-11-27 08:07:29,/product/54,3f95c897-c04d-4ea7-b2de-0737c8032a7f,Firefox,MacOS,mobile,US,Ericksonland,2,15.4,True
0e69cc37-2c58-4aec-ad2b-f9d1022f3032,paulahill,click,2023-03-07 20:24:25,/product/75,219278a5-1438-4fee-993e-2cd0662020fd,Firefox,Android,tablet,IN,Washingtonport,7,27.12,False
4c95b417-8122-4e93-bf12-aa998ab6a25a,alexanderferguson,purchase,2023-10-12 22:40:03,/product/35,a49bff4e-e88e-4519-bc50-1d2b8088e321,Chrome,MacOS,desktop,AU,New Rachel,17,90.95,False
53303458-bc74-4bb1-897c-e00d33b1e3ed,brooksshannon,purchase,2023-03-04 11:03:56,/product/48,fee8159a-f11b-429c-9c66-856e3404f118,Edge,Android,desktop,IN,Padillatown,18,20.46,True
a2a8fdda-6280-4141-8594-e250d8538137,michelleochoa,page_view,2023-05-28 08:11:44,/product/51,cef6effc-f9e5-4b17-bbc8-4d10e7675df5,Firefox,MacOS,tablet,CA,East Scott,1,31.12,False
167a2d9e-9419-4ec4-9808-030729c05f2c,riverajennifer,page_view,2023-07-31 07:23:38,/product/58,3de60742-817d-460c-a470-19dfca9d6f67,Firefox,Android,tablet,CA,Port Mariahport,13,44.24,False
d2a7cf77-8c0e-4b8f-aeac-f1098882b34e,kristen54,add_to_cart,2023-06-06 15:19:22,/product/12,a243145b-c48e-4c41-96b6-f67006b1b5c4,Edge,iOS,tablet,IN,Obrienland,14,46.32,False
81ac785f-f6c2-42ca-ad17-a9f03fc6af91,leahfranco,click,2023-03-02 06:35:23,/product/9,5aec4cd8-1bb0-4ab0-93f3-93ac9ad648af,Firefox,MacOS,desktop,IN,Davebury,5,8.97,False
b7bc5e82-2298-4a8c-bbc5-d6fc40a87fc6,mitchellsamuel,click,2023-06-11 16:03:47,/product/53,3f37f423-4481-451a-bd52-9a7d823aca94,Safari,Windows,tablet,IN,East Brittneyport,2,115.19,False
0050fbbb-8685-4265-b005-211b0203334e,clarkmichael,purchase,2023-06-25 09:45:16,/product/39,39d90cfd-7958-4f51-9274-3b53d331a893,Firefox,Windows,mobile,AU,West Jasminemouth,6,27.71,True
7da659e0-206f-450b-9f43-cf16b1717d79,burkematthew,click,2023-09-08 21:05:10,/product/86,6e33d096-5c3b-4258-b048-98f2b595d21d,Safari,Windows,mobile,US,East Pamela,17,33.4,False
4b3c46e4-2685-43ba-af39-aa0f21e1497d,cnelson,page_view,2023-03-09 04:39:25,/product/33,fbab5ff8-ba4c-4dfb-8f75-8d18b76a1d7f,Edge,MacOS,desktop,CA,New Jacob,13,18.0,True
ecdd9da9-3cc2-4965-8c63-38ca323c0d31,perkinssusan,page_view,2023-05-14 19:51:27,/product/97,258bccff-c96b-407f-8c38-cd9f2a6a0561,Edge,Windows,mobile,US,Callahanbury,1,56.45,False
e8ed6475-55f6-42c5-b6d7-4ebfd485bcd0,jay62,add_to_cart,2023-09-29 05:31:55,/product/90,12f0ec24-ff2e-4a6c-8693-41fa633e963f,Edge,Windows,mobile,AU,Andersonton,9,30.41,False
f71e4955-d9c0-4b30-a917-87d48d2b4e5c,lynn31,click,2023-09-15 03:15:14,/product/36,bcfb971d-ef12-4048-912c-328844a49569,Edge,iOS,mobile,CA,Christopherside,18,70.38,True
4a0c1b8b-2ba1-4b0f-b0ca-e31cbee6075f,chamberskaren,purchase,2023-06-25 21:37:26,/product/12,a4091205-bcfd-4175-8943-648e104f93ff,Firefox,iOS,tablet,CA,Lake Maurice,7,70.8,False
2f0240ca-fdcc-4f75-adfa-371918f6a883,lydiagreen,click,2023-01-03 17:12:09,/product/41,17f91948-5a8c-4993-b72d-c6d92683b9fc,Safari,iOS,mobile,IN,North Tammy,20,59.33,True
5bdac6e3-18cf-47d8-b6fa-f67dd0af1bd4,zachary30,page_view,2023-09-16 14:35:54,/product/42,985688d6-aaea-4e86-8efa-7b0680458db0,Chrome,Android,desktop,IN,East Thomas,16,34.76,False
ea990de7-b1b9-4e18-8d70-c5518b9c7bb2,barbara23,click,2023-02-28 02:29:15,/product/44,565d2335-61a5-4756-be51-a8a32172cf48,Chrome,Android,desktop,AU,New Tracie,11,50.7,False
8c6fb121-4117-4784-9615-152744afbb83,michaelmcguire,page_view,2023-03-28 09:44:27,/product/32,7e4d242f-2152-455b-b5bd-fbca2cf233b8,Chrome,iOS,desktop,UK,North Jose,6,13.16,False
9776ae9b-78a2-437a-8a9e-491d67301bd4,andrewsmelissa,page_view,2023-02-20 23:39:04,/product/54,008c49d7-5a7f-481f-8fc7-828f510947fa,Firefox,iOS,mobile,CA,Janetland,8,84.11,False
14166b63-b83a-47d1-b058-5c9d4e52dc19,mary75,click,2023-11-02 07:27:40,/product/4,ed305c51-db99-4799-ba1f-af94bb2e1101,Chrome,Android,tablet,IN,Port Heatherview,17,92.47,False
8880c707-1b5e-4b05-b0f1-ad7b58924dbf,fbarnes,purchase,2023-12-12 04:54:20,/product/26,5f24a5e0-7d9e-4761-9b26-5ddebdc39e86,Edge,MacOS,mobile,IN,West Davidchester,1,47.04,True
b325484c-62bf-495b-b4e6-8449a2a6aeac,randallross,click,2023-10-07 15:35:57,/product/29,7c1da272-dfd8-4765-9617-1e04e07a6b4d,Chrome,Android,mobile,IN,Ernesttown,16,31.42,True
38edc6bc-1d31-495b-a802-8fcd09b4e95c,kellywest,add_to_cart,2023-10-16 14:57:50,/product/93,2cc9b9c9-de45-41e4-93da-4d48d2ebca91,Firefox,Android,mobile,AU,East Dustin,14,92.16,False
de933972-a545-475e-a96c-7b9fda13cb4e,lisa32,page_view,2023-08-20 07:59:44,/product/26,3ee87219-fb7a-4bbe-87de-79daf5a362d3,Edge,Windows,mobile,IN,Randybury,15,63.36,True
f2a5fbdf-cc78-49ac-9d4d-1056dfdbdc08,rachel30,purchase,2023-08-28 06:02:10,/product/15,0840cccf-0da9-4637-a259-381fe6e68a9f,Firefox,iOS,mobile,UK,East Richard,20,29.9,True
4f3ddfb1-2855-439d-8abb-25a9473de211,huynhvanessa,purchase,2023-01-05 04:42:21,/product/98,f3c5ee9f-35f8-49a6-ade3-cc57b8d90e7c,Edge,Windows,mobile,AU,East Jamesport,4,76.88,False
8508d730-3d6a-4109-81fb-3941d02ae677,carriegibson,click,2023-11-01 13:12:50,/product/72,9c192e21-130d-42aa-a8a0-5addc64da619,Safari,MacOS,tablet,US,North Johnview,12,118.92,False
2683514d-17b7-454a-b0ea-fcb44da71e21,williamburns,add_to_cart,2023-10-31 02:53:13,/product/27,09de7c17-8f18-4e64-bf45-3be266fe13f6,Firefox,iOS,desktop,IN,East Patricia,10,28.76,True
f5e6b7ed-a717-4814-820e-f0cafcc9517c,ccox,click,2023-08-04 15:22:05,/product/47,d9ec363f-e467-4604-a0d8-6cf2d59ad47c,Edge,iOS,mobile,US,Franklinside,2,33.87,False
d79a2f05-1159-4086-8c57-77459e68c6d9,dlopez,page_view,2023-10-31 20:06:49,/product/76,6f4acf17-c992-4680-9f4d-12901c2f1d84,Edge,Android,desktop,UK,Barneschester,12,27.08,True
bd351944-6119-48c7-8564-3ea04e8dc7c9,paul59,add_to_cart,2023-04-04 01:45:11,/product/99,edae84f6-504e-466f-bfbc-0df0e339f83e,Safari,iOS,desktop,CA,New Tarachester,17,55.12,True
9308c50e-cd26-43e1-8edb-8772d31a2457,fvasquez,add_to_cart,2023-01-30 22:25:21,/product/2,8d1d38b7-3bd7-40ab-a66a-8ce5ea2cc24c,Firefox,Windows,tablet,UK,Clarkside,1,46.06,True
52d3ac97-08ed-4d99-bafd-c5df1d6b9486,timothyrollins,add_to_cart,2023-07-05 14:45:13,/product/79,d2bd2695-f9d4-4706-baad-83f8f38f37bc,Edge,iOS,tablet,UK,East Tammy,7,48.51,True
b0613a89-8429-41b4-904f-0dc8e559cbac,chamberswilliam,purchase,2023-11-30 09:44:44,/product/10,6fe4b417-037a-4480-9965-4e399b22c758,Chrome,iOS,mobile,AU,East Paulhaven,5,74.0,False
deed933e-15c9-4276-946f-02faa2ad7277,thomas19,click,2023-02-02 01:00:40,/product/2,1fe6f8b6-5d79-4073-ac60-371089f758fa,Edge,Android,desktop,US,New Jessica,7,116.78,False
f50a624f-10c2-4e9d-905a-dbe6f62795c2,colechristopher,add_to_cart,2023-10-24 11:32:08,/product/12,1cbf59a6-09b9-48c9-a5d8-22f3d209c367,Chrome,MacOS,tablet,AU,Williamsville,17,82.67,True
e66fa068-a021-4ab5-98ea-8704cfbfca89,jordan56,add_to_cart,2023-03-19 07:14:06,/product/87,fde96e7d-873b-4e73-ace5-fe18cb388d69,Chrome,Windows,mobile,AU,Russelltown,3,49.67,True
5cd42437-f8bd-4f79-aa14-095ae545ff53,melissawarner,page_view,2023-12-15 01:12:54,/product/37,0fe03c39-1c65-4864-96b9-148cf410e7dc,Safari,MacOS,tablet,IN,North Julieshire,7,98.19,False
7a5d7b2c-e386-4d33-b4b6-3c494c7c4a87,bryanboyer,add_to_cart,2023-05-28 03:43:24,/product/41,d301323f-7a83-4d53-8d64-9317b3d0c35c,Edge,Android,desktop,IN,South Jaime,9,37.16,True
d6ed7971-5e2b-42dc-9275-e6cc724e47b2,leonardjohn,add_to_cart,2023-11-05 08:51:32,/product/92,4d6967e9-ff4a-4f66-af3c-12dbea1fa746,Chrome,iOS,mobile,CA,Raymondview,4,112.25,False
077b91e3-cff5-4564-b41c-571401f16114,dsmith,click,2023-10-01 02:54:44,/product/70,51f27506-2f65-48bb-a4b0-c5c9ab0f4e20,Firefox,MacOS,tablet,CA,New Mary,9,14.57,False
0085a4bc-4a61-4345-9e99-5e9c26cdebdc,martinezrachel,page_view,2023-05-22 20:39:01,/product/37,249a1b79-6a3b-485c-9d13-8e366f704374,Chrome,iOS,tablet,AU,Port Catherineview,14,19.21,True
90987b25-e5b8-42da-99a2-61a72ddbdf4b,veronicarogers,click,2023-11-09 03:17:58,/product/34,fdcd1398-3bdb-42cb-9e54-ed193a39e12d,Edge,iOS,desktop,CA,Petersenmouth,14,99.15,False
d7e48549-3e16-43e4-b189-d61b2d6da5f5,millsscott,purchase,2023-07-15 07:32:02,/product/71,e978b0bc-c14e-4454-b0c6-fc97c0a7e439,Firefox,iOS,tablet,UK,Kelleytown,11,50.32,True
c77394a2-71db-498e-9182-1c0e15ca2941,tamara98,page_view,2023-08-20 04:52:23,/product/18,a4595688-7f45-4276-996e-441203f245fa,Edge,MacOS,desktop,IN,Stewartview,19,99.93,True
1402d9c0-c7c8-437c-99f0-5929caba78c3,wilsonbrian,click,2023-12-04 11:01:19,/product/31,786ccf1c-6a8a-4e56-98f6-384ca1d72662,Edge,Android,tablet,AU,Brownmouth,14,117.55,True
2be41746-6891-492b-8b9d-b8e4292a03e5,bjackson,purchase,2023-09-12 03:18:40,/product/1,ba16b079-f622-446d-b62a-39f1f91ce6a4,Edge,MacOS,tablet,US,Huntershire,2,98.22,False
1e36892e-120a-463b-b3ac-3c4288d6c07b,rebeccakline,purchase,2023-06-03 10:57:43,/product/30,5f8c2331-33ba-44a4-a748-11e322bee7a7,Chrome,MacOS,mobile,CA,South Michelleside,15,29.24,False
89e85752-4e26-4488-b6b4-179a88515942,amber61,click,2023-10-19 14:01:46,/product/25,ceb52f1a-65dc-4381-8bbc-23af7f30855f,Chrome,MacOS,desktop,US,Williamchester,2,12.39,False
5ec37e56-b9a1-4ec0-8d20-0a311fcb6449,kristen79,page_view,2023-11-03 00:07:29,/product/94,fc9d8d8d-cc4e-4fdb-98f4-3adb531aa418,Chrome,MacOS,mobile,IN,South Joe,3,107.17,False
e4534c93-b098-4aaf-89b4-810beb620715,karenconway,add_to_cart,2023-12-03 14:48:28,/product/28,1a98e60a-ede8-43e0-81c7-c4a654619a4e,Safari,Android,mobile,US,Michaelborough,12,25.61,True
a6eff6f0-6072-4b85-ba29-9e1c5148de59,mstrickland,page_view,2023-07-02 17:52:18,/product/34,a9b61909-ce92-4f64-8178-70b432ab9701,Safari,Android,tablet,UK,West Benjamin,20,48.14,False
98b12fd5-72d3-4f04-86d1-61cc5f8501c0,andrewstracey,purchase,2023-07-04 23:43:46,/product/88,f77693d9-d3de-4b05-8ebf-eac7c9633b72,Safari,MacOS,mobile,CA,Zacharyside,10,47.43,False
8a4e6af2-3e2d-4f1b-91e0-83258a762e6c,marcnichols,click,2023-03-26 16:32:05,/product/93,221e38db-cf35-4004-9571-8de4f1eefbb3,Firefox,iOS,mobile,CA,Lake Johnshire,16,52.34,False
4e8bfd90-f207-4c38-bbb9-436566349e13,robinhamilton,page_view,2023-09-05 02:54:16,/product/28,3a426a8c-d035-430f-90a8-bed7fa2c4c9f,Safari,Windows,desktop,IN,Lake Samuel,10,44.81,False
2217eac1-b652-41f4-9092-b9eb9b139113,fieldskatie,click,2023-03-09 21:37:26,/product/42,56dba122-8d1e-4b8a-904f-31e31d4b7789,Safari,MacOS,mobile,AU,North Amanda,19,22.66,True
d7eb5806-00ef-4ca4-a96d-d6d12dd979f7,fbrown,purchase,2023-09-21 08:51:53,/product/89,a701ae26-f42f-4288-9e01-e9c9d6f71ea2,Safari,iOS,desktop,AU,South Michael,15,114.85,False
1b2e7e03-c1ca-436e-b4ac-6c113e4a61ab,david10,page_view,2023-11-26 12:18:57,/product/23,477e6f6b-e7c4-4938-b310-853c1eb87f35,Chrome,iOS,tablet,AU,Reynoldsbury,12,41.78,False
2fe4b4a3-bc55-4cef-904d-02c1e1eb011d,smccoy,click,2023-12-19 14:34:05,/product/52,37ffc18c-414b-472b-8089-ef8cc3dcfca0,Edge,MacOS,tablet,IN,Melissashire,9,27.77,True
611271e1-896c-41c5-8528-f58e07b085cc,yesenia97,add_to_cart,2023-01-19 07:26:59,/product/32,ec652000-81f7-4091-bbc4-6f731b1d4058,Firefox,iOS,mobile,IN,Jamesburgh,19,87.56,False
45b27bf3-a02d-460c-966f-3e07439baee7,julie19,click,2023-12-03 00:43:55,/product/94,a9186cfc-2517-4be9-b647-01254400742b,Firefox,MacOS,desktop,AU,Abigailchester,1,45.39,False
